_id,url,date,text,title
5ec8066f656ebc99880e73ae,https://vrtnws.be/p.xV5bZwAjN,2020-05-22T17:00:00.000Z,"Zonder al te technisch te worden, werkt het als volgt: In januari is de genetische code van het coronavirus gepubliceerd. Ook de genetische code van het gele koorts-vaccin is al langer bekend. Het team van Neyts plakt een stukje van de genetische code van het coronavirus in de code van dat vaccin tegen gele koorts.\n\n""Zo hopen we dat we met dat nieuwe vaccin afweer opbouwen tegen het coronavirus én dat het mogelijk zal zijn om met één spuitje een heel lange immuniteit te doen ontstaan"", legt Neyts uit. Ze maken daarvoor gebruik van de CRISPR-techniek.","KU Leuven boekt hoopvolle resultaten in zoektocht naar coronavaccin: ""We zijn op de goede weg"""
5ec8066fac7298b94a3cf3b9,https://vrtnws.be/p.EeR17mpDp,2020-05-22T03:56:28.000Z,Het federale Overlegcomité heeft een handleiding over de organisatie van jeugdactiviteiten goedgekeurd. Na overleg met experts is beslist dat buurtspeeltuinen in de open lucht vanaf 27 mei geopend mogen worden voor kinderen tot en met twaalf jaar.\n\nZomerkampen en speelpleinwerkingen met of zonder overnachting mogen vanaf 1 juli doorgaan in zogenaamde contactbubbels van maximaal 50 personen. Jongeren en begeleiders ouder dan 12 jaar moeten de veiligheidsafstand zoveel mogelijk blijven respecteren.\n\nOok jeugdhuizen kunnen hun activiteiten weer opstarten voor contactbubbels van maximaal 50 jongeren.,"Liveblog: Jongerenkampen mogen doorgaan deze zomer en meer kinderen kunnen naar school, volg LIVE ""Het Journaal"""
5ec8066f7db77e056c19b7c3,https://vrtnws.be/p.ZPL9XW6JR,2020-05-22T13:42:28.000Z,"Door een gendefect hebben mucopatiënten last van abnormaal taai slijmvlies. Dat slijm hoopt zich op in de longen, waardoor er een zware hoest, ontstekingen en permanente longschade kan ontstaan. Terwijl de longcapaciteit van een leeftijdsgenoot varieert tussen de 90 en de 100 procent, bedraagt die bij Ine vandaag amper 30 procent. “Voor wie net als mij lijdt aan mucoviscidose, ook bekend als de taaislijmziekte, is het altijd opletten geblazen”, steekt de Peerse van wal. “Iedereen die hoest en proest kan gevaarlijk zijn. Zelfs een klein griepje of een minimale longontsteking kunnen uitdraaien op een ramp. Of mijn longen het coronavirus zouden aankunnen, is dus niet bepaald een vrolijk vraagstuk.”","Mucopatiënt Ine Hendrikx: ""Of mijn longen corona zouden aankunnen, is niet bepaald een vrolijk vraagstuk"""
5ec8066f656ebc99880e73af,https://vrtnws.be/p.7RZdQNvjj,2020-05-22T16:55:00.000Z,Ook dat nog Brit zoekt nieuwe hond en vindt… eigen hond,LIVE : Het Journaal met VGT
5ec8066fac7298b94a3cf3ba,https://vrtnws.be/p.WWY9xP9jx,2020-05-22T15:30:49.000Z,"Na een lange vergadering hebben minister Weyts en de onderwijsinstanties beslist om op die vragen in te gaan. Zo adviseren ze om het kleuteronderwijs volledig te heropenen vanaf 2 juni en is het de bedoeling om in het lager onderwijs de leerlingen minstens de helft van de onderwijstijd op school te laten doorbrengen. De scholen mogen hierbij zelf kijken hoe ze dat precies invullen.\n\nVoor de kleuters zullen geen afstandsregels gelden. In het lager en het secundair onderwijs blijft afstand houden wel de regel.\n\nVanaf 2 juni mogen in het secundair onderwijs de leerlingen van het tweede en vierde jaar de lessen op school hervatten, aldus het advies. De leerlingen komen gedurende maximaal 2 volle dagen of 4 halve dagen per week naar school. Het is de bedoeling om het eerste, derde en vijfde jaar ten minste nog één dag naar school te laten komen.\n\nOok het buitengewoon onderwijs mag verder opstarten. ""Ook hier ligt de autonomie bij de scholen om in de mate van het mogelijke en ook gelet op eventuele beperkingen op vlak van leerlingenvervoer keuzes te maken"", zo staat in het advies.","Advies na onderwijsoverleg: kleuterscholen opnieuw open vanaf 2 juni, meer leerlingen op school in lager en middelbaar"
5ec8066f7db77e056c19b7c4,https://vrtnws.be/p.wZjABPQqZ,2020-05-22T13:09:07.000Z,"Het is belangrijk om voldoende beschermingsmateriaal te hebben, maar momenteel zijn er voor nieuwe schorten levertijden van drie tot vier maanden. ""We hebben dus de handen in elkaar geslagen en besloten om zelf iets op te zetten om gebruikte schorten en mondmaskers te reinigen"", vertelt Nadia Vananroye, directeur van het Wit-Gele Kruis in Limburg. ""Zo zijn we niet meer afhankelijk van derden en kunnen we in ons eigen materiaal voorzien. Als er in de toekomst een tweede piek zou komen, staan we nu klaar.""",Wit-Gele Kruis Limburg ontsmet zelf mondmaskers en schorten
5ec8066f656ebc99880e73b0,https://vrtnws.be/p.5kq1AYX1J,2020-05-22T16:47:36.000Z,Ook dat nog Brit zoekt nieuwe hond en vindt… eigen hond,Volg LIVE de persconferentie met de beslissing over jeugdkampen en speelpleinwerking
5ec8066fac7298b94a3cf3bb,https://vrtnws.be/p.My5JyG6JE,2020-05-22T10:53:59.000Z,"En dan de vraag waar het al maanden over gaat: met welke partijen moet er een regering gevormd worden? ""Ik denk dat we tegen 1 september een regering moeten hebben met een meerderheid in het parlement, anders gaat ons land de afgrond in. We moeten met de mensen van goede wil een compromis zoeken dat zuurstof brengt voor de economie, dat sociale accenten legt voor iedereen die het moeilijk heeft in deze crisis, en dat binnen een budgettair kader dat klopt. We moeten daar in het noorden én het zuiden van het land een meerderheid voor vinden."" Met welke partijen dat precies moet zijn, wilde Lachaert niet zeggen: ""Het zal ervan afhangen met wie we een akkoord kunnen sluiten waarbij ik mij als liberaal comfortabel voel.\n\nHerbeluister hieronder het gesprek met Egbert Lachaert in ""De wereld vandaag""","Egbert Lachaert wordt voorzitter Open VLD met ruime voorsprong: ""We gaan voor een breed liberalisme"""
5ec8066f404b0dba70c1d841,https://vrtnws.be/p.XPM91Kob7,2020-05-22T15:54:55.000Z,"Het parket onderzoekt een ongeval in Sint-Niklaas, waarbij een fietser van 60 levensgevaarlijk gewond raakte. Volgens de oproep naar de hulpdiensten ging het om een man die gevallen was in de Pastoor de Meerleerstraat, en daarbij een zware hoofwonde had opgelopen. Maar omdat de omstandigheden van die val niet helemaal duidelijk waren, kwam een verkeersdeskundige van het parket. Die moet bepalen of de man misschien gewoon de controle over het stuur was verloren, of dat hij eerst door een auto was aangereden.",Parket onderzoekt val van fietser in Sint-Niklaas. De man raakte levensgevaarlijk gewond
5ec8066f8e00d85b900a3fc9,https://vrtnws.be/p.A70onxaED,2020-05-22T13:59:44.000Z,"In Kortrijk hebben agenten van de gespecialiseerde eenheden vanmiddag rond 14.30 uur een man overmeesterd, die zich enkele uren voordien had verschanst in een woning langs de Sint-Rochuslaan, vlakbij het Volksplein. Omdat hij gewapend was, nam de politie geen risico. De buurt werd ontruimd en de speciale eenheden van de federale politie trokken naar Kortrijk. Na een snelle maar grondige voorbereiding drongen zij de woning binnen. Ze slaagden erin de man te overmeesteren. Hij bleef ongedeerd en werd weggeleid uit het gebouw.\n\nDe opgepakte man zorgde al enkele dagen voor overlast in de buurt. Hij maakte veel lawaai, lachte de politie uit en liep rond met een mes. ""Het is een man die de stad terroriseert"", zegt burgemeester Vincent Van Quickenborne. ""Zo iemand ben ik liever kwijt dan rijk. Het gerecht zal nu verder beslissen over de man.""",Politie overmeestert gewapende man in Kortrijk
